split,filename,width,height,aspect_ratio,num_annotations,has_pothole
train,img-129_jpg.rf.1186fbbdf34355dc1ff3836ad8b99ae8.jpg,640,640,1.0,2,True
train,img-12_jpg.rf.59352f0ecf2ad75b7014be5ac840dd4d.jpg,640,640,1.0,1,True
train,img-131_jpg.rf.18b489b20657b56affe0df571596c96c.jpg,640,640,1.0,1,True
train,img-132_jpg.rf.187182923b7212ad83eb6a5163d2f3a0.jpg,640,640,1.0,2,True
train,img-133_jpg.rf.ad5659715dbdc9f8d618ea06d28469be.jpg,640,640,1.0,1,True
train,img-134_jpg.rf.765297c04a4a96ade8421c80583e1dd4.jpg,640,640,1.0,2,True
train,img-135_jpg.rf.0872d384e79349491cdf444be51335c1.jpg,640,640,1.0,4,True
train,img-136_jpg.rf.4e89a63bbadfc2b9bcd5c5923d55d954.jpg,640,640,1.0,1,True
train,img-139_jpg.rf.354c31e8f8dd98f172caae86be7210dc.jpg,640,640,1.0,1,True
train,img-13_jpg.rf.a09db162f212f3214b95926c91203001.jpg,640,640,1.0,4,True
train,img-141_jpg.rf.9ba4c500a2a9f510936a44a5ea48ad8a.jpg,640,640,1.0,4,True
train,img-142_jpg.rf.1fa7d0182b0938f1d95f6f44c1f24a3c.jpg,640,640,1.0,1,True
train,img-144_jpg.rf.44fd8b86943f6e305e911f3bb655ed2a.jpg,640,640,1.0,2,True
train,img-147_jpg.rf.db71f341716fc6f261a9823febc8161c.jpg,640,640,1.0,2,True
train,img-148_jpg.rf.9a987ba2a7d9c1a3ada7828df2978259.jpg,640,640,1.0,2,True
train,img-14_jpg.rf.88710337537db9affc76d05ff67cd5c4.jpg,640,640,1.0,2,True
train,img-150_jpg.rf.edc5a105e281441c37414c875590ac9a.jpg,640,640,1.0,1,True
train,img-152_jpg.rf.9262a25a67e8d3d26da4d0846ba47b6e.jpg,640,640,1.0,5,True
train,img-153_jpg.rf.ce76ddeef3ed350e9526d9da92b487cb.jpg,640,640,1.0,1,True
train,img-154_jpg.rf.2b63259594774649c6139cc0d3fe740f.jpg,640,640,1.0,1,True
train,img-155_jpg.rf.633b6ae86f757d427ebc180a7581813f.jpg,640,640,1.0,3,True
train,img-156_jpg.rf.785d172293969c4b9c609732bdc86d88.jpg,640,640,1.0,2,True
train,img-157_jpg.rf.39b61aa6f00b56e62f6018b519757033.jpg,640,640,1.0,2,True
train,img-158_jpg.rf.ec3ea4506c1ea588f31b64fdf751c294.jpg,640,640,1.0,2,True
train,img-159_jpg.rf.e4585c76569a20f1bac3043d319d2c29.jpg,640,640,1.0,3,True
train,img-15_jpg.rf.1e22c884cf706a5c0245007a1453bf77.jpg,640,640,1.0,1,True
train,img-161_jpg.rf.374198e1aaf64513888e2a080f982571.jpg,640,640,1.0,1,True
train,img-162_jpg.rf.cd09a638bb88073a33aee8de75696b76.jpg,640,640,1.0,1,True
train,img-163_jpg.rf.7846bc45ccdec575a3892edf67f5bd18.jpg,640,640,1.0,2,True
train,img-164_jpg.rf.56c604ad8445bac9a3dc23c2e17a5934.jpg,640,640,1.0,1,True
train,img-165_jpg.rf.69db1099ff7c09bfcb58ea0e362db850.jpg,640,640,1.0,1,True
train,img-168_jpg.rf.b49b804d7144d77284ad3f78d5a87222.jpg,640,640,1.0,2,True
train,img-16_jpg.rf.d8b8a872e0541853d5a3d7f2bd9cf7dc.jpg,640,640,1.0,1,True
train,img-173_jpg.rf.d0d429053bb5a2475bfb72222529deb4.jpg,640,640,1.0,2,True
train,img-174_jpg.rf.be9ba1f86deff3333106205050af57f2.jpg,640,640,1.0,1,True
train,img-176_jpg.rf.c845dd0394fbe7fddff9a515331b4ed5.jpg,640,640,1.0,2,True
train,img-177_jpg.rf.a8c3ed2a3c337c0ba81d8f5520c8cc7b.jpg,640,640,1.0,1,True
train,img-178_jpg.rf.5403da82e633a30c11158b89828b286d.jpg,640,640,1.0,3,True
train,img-179_jpg.rf.7f97d1053df0c455fa9300d0f6f03316.jpg,640,640,1.0,5,True
train,img-17_jpg.rf.2635bc850321f37cc887e3d433fd31cb.jpg,640,640,1.0,2,True
train,img-181_jpg.rf.1485db68ec707c98cfbbd753b3c186af.jpg,640,640,1.0,1,True
train,img-183_jpg.rf.243d9baac329363fd35c51561380ce09.jpg,640,640,1.0,1,True
train,img-186_jpg.rf.476e75e7ee19c0ce4879ae76a7f15255.jpg,640,640,1.0,2,True
train,img-187_jpg.rf.66bbb225235307485029f7c12f12f5c9.jpg,640,640,1.0,1,True
train,img-188_jpg.rf.6fd776d7d7565b8c891869b1e03e8e1f.jpg,640,640,1.0,3,True
train,img-189_jpg.rf.bd5d65dace6f9c91e7a57491e9d430b0.jpg,640,640,1.0,1,True
train,img-18_jpg.rf.2735b2b73057053739d3a713f310bbca.jpg,640,640,1.0,5,True
train,img-190_jpg.rf.33313ee34c7a7441171a751c379e4dce.jpg,640,640,1.0,2,True
train,img-191_jpg.rf.078b881481f4ff7fa083c5d1613bf8d1.jpg,640,640,1.0,3,True
train,img-192_jpg.rf.d176cdb31cdfd380d79f1277072a7545.jpg,640,640,1.0,1,True
train,img-193_jpg.rf.2bab502a3480a3b4707ad13d84a1ecdd.jpg,640,640,1.0,2,True
train,img-194_jpg.rf.db2953c27927fc4ed3e08554ecb00024.jpg,640,640,1.0,1,True
train,img-196_jpg.rf.e9b2378bbb2c8a3a83cf6c905ca63eb7.jpg,640,640,1.0,3,True
train,img-198_jpg.rf.c5683c4f0db261afa109d83c9c967bd2.jpg,640,640,1.0,4,True
train,img-19_jpg.rf.1ff98030a712773c8bdc9425bf123136.jpg,640,640,1.0,2,True
train,img-200_jpg.rf.3cb7277aa495074d657c3d12b6102a42.jpg,640,640,1.0,4,True
train,img-201_jpg.rf.bf915dbc409310b998054c71056eac57.jpg,640,640,1.0,1,True
train,img-202_jpg.rf.702b30167d305e3d5e48c53a449428c4.jpg,640,640,1.0,7,True
train,img-203_jpg.rf.028d8d523a616eefc26c1c7b137820e2.jpg,640,640,1.0,3,True
train,img-204_jpg.rf.7959a7d7dc455f4b76d7cf8962d60986.jpg,640,640,1.0,2,True
train,img-205_jpg.rf.1d34844aaec40e9b5c33762c22335a25.jpg,640,640,1.0,2,True
train,img-206_jpg.rf.171cb2548bbc639e7e616ba0d4a1ad8f.jpg,640,640,1.0,2,True
train,img-208_jpg.rf.517806a096256abedd0cc69abe1c08f8.jpg,640,640,1.0,3,True
train,img-20_jpg.rf.93c0759de5921902e1d516e614061817.jpg,640,640,1.0,3,True
train,img-210_jpg.rf.b265331808e78f01f40064d5fb6a290a.jpg,640,640,1.0,2,True
train,img-212_jpg.rf.d18dee29d40e9453d1596ded72563ebb.jpg,640,640,1.0,1,True
train,img-213_jpg.rf.e7125b8532ee6455a1ebc5998e526d8e.jpg,640,640,1.0,1,True
train,img-214_jpg.rf.e932d901610fb7d27e54d0fb1f211ca4.jpg,640,640,1.0,1,True
train,img-216_jpg.rf.e3e8f703a635481bba94fd6f2084c9b6.jpg,640,640,1.0,3,True
train,img-217_jpg.rf.cb910ffbadc404a7807116557dc41e65.jpg,640,640,1.0,2,True
train,img-218_jpg.rf.1c0c0f07435b39085a61f91170daf255.jpg,640,640,1.0,2,True
train,img-220_jpg.rf.1dfb712f8dcba702810f93f0741dda8a.jpg,640,640,1.0,2,True
train,img-222_jpg.rf.e9d035dd8322c09b8dc3117865e7f4bc.jpg,640,640,1.0,1,True
train,img-224_jpg.rf.ea17499053ca60d204a0f87e386b8813.jpg,640,640,1.0,1,True
train,img-225_jpg.rf.20b34c57c62e332028ee00de8af150a2.jpg,640,640,1.0,4,True
train,img-226_jpg.rf.3af16fcda300f54c93eafddfdd9f6b48.jpg,640,640,1.0,1,True
train,img-227_jpg.rf.bb7ae2c77f8428ffcad81cfdccb87ba2.jpg,640,640,1.0,2,True
train,img-228_jpg.rf.2418f3d235135bbb0e89283320ea59c1.jpg,640,640,1.0,1,True
train,img-229_jpg.rf.6bd11480fa6fbabe22efbaf3b83dc144.jpg,640,640,1.0,3,True
train,img-22_jpg.rf.db21e8b3af99dd08d0e460eaad030447.jpg,640,640,1.0,1,True
train,img-232_jpg.rf.209a3c343e89315cffe459887e7bb0b2.jpg,640,640,1.0,4,True
train,img-233_jpg.rf.02d8d532cde174acc017de9bb103fd3d.jpg,640,640,1.0,2,True
train,img-236_jpg.rf.b50f001c6689585f5794b592ad5a7bc5.jpg,640,640,1.0,3,True
train,img-237_jpg.rf.258f64b57bde847a5b8505ce602dddef.jpg,640,640,1.0,5,True
train,img-239_jpg.rf.c1b606059a3dc5da75e1cd6fc5c480e9.jpg,640,640,1.0,1,True
train,img-241_jpg.rf.5ab64ca8ab80f0e2aaa57f4e6cbc6cbc.jpg,640,640,1.0,7,True
train,img-242_jpg.rf.513275644e8387466c56b266ccb76ed0.jpg,640,640,1.0,1,True
train,img-243_jpg.rf.eb0d59b734610a99d1be587607d3adab.jpg,640,640,1.0,1,True
train,img-245_jpg.rf.b7d6b6ac9acc25c4afecf857b7cfff52.jpg,640,640,1.0,2,True
train,img-246_jpg.rf.984c3ce7fd331106b96efe2b79593cc3.jpg,640,640,1.0,2,True
train,img-247_jpg.rf.73c24f532dad35ef72434849abb98472.jpg,640,640,1.0,1,True
train,img-249_jpg.rf.5fd21c950b56d46c9ae86950212c571f.jpg,640,640,1.0,1,True
train,img-24_jpg.rf.c3e7a8a61ebaa354c84bfcc425c66fe6.jpg,640,640,1.0,2,True
train,img-250_jpg.rf.4d52c936bb07937b4d1a6ac2b93af4d1.jpg,640,640,1.0,1,True
train,img-251_jpg.rf.2225ae2b5c094ce0d87f007766d67e6e.jpg,640,640,1.0,1,True
train,img-253_jpg.rf.e497b6f1dc5566807b325ebfc0fabc0b.jpg,640,640,1.0,1,True
train,img-254_jpg.rf.96b22a6491212cc9ec3578eb945b70e6.jpg,640,640,1.0,1,True
train,img-255_jpg.rf.7745d7471ac6581e7ddc9b9701c7ffd2.jpg,640,640,1.0,1,True
train,img-256_jpg.rf.49468bd922053ad864e771f3987fd340.jpg,640,640,1.0,2,True
train,img-258_jpg.rf.c07571ce1e340744654c47346d84ff03.jpg,640,640,1.0,1,True
train,img-259_jpg.rf.b9dd1c1617add6e85a13ad05c687a563.jpg,640,640,1.0,2,True
train,img-25_jpg.rf.09468caadc7a3fe4cb6d8bb4385e4724.jpg,640,640,1.0,1,True
train,img-260_jpg.rf.97b08d2c4103bb4d9affa5a711a75554.jpg,640,640,1.0,1,True
train,img-261_jpg.rf.4f66c45d3867cb0119560d8ab4bf67f6.jpg,640,640,1.0,1,True
train,img-262_jpg.rf.277f7ec91372a8c9ba3ca0394acceadf.jpg,640,640,1.0,1,True
train,img-264_jpg.rf.66f022174bdd2ed85c63d37ddb049239.jpg,640,640,1.0,1,True
train,img-266_jpg.rf.4409b80b2697303aded1d847e3b07c8a.jpg,640,640,1.0,2,True
train,img-267_jpg.rf.8ac91a3fb1fceeccc5c933d2352487b0.jpg,640,640,1.0,4,True
train,img-269_jpg.rf.54ceb16125fc4d760b5601e6853d4b5f.jpg,640,640,1.0,2,True
train,img-26_jpg.rf.e16421dcea695829636b6c6475077a40.jpg,640,640,1.0,2,True
train,img-270_jpg.rf.51a873bff28f84f07a05098d1ead0e75.jpg,640,640,1.0,2,True
train,img-271_jpg.rf.2a18e736d324d98acd618cc0e32a8bc0.jpg,640,640,1.0,1,True
train,img-272_jpg.rf.f9bec801ec8e8af2b8c3e1e318271e6f.jpg,640,640,1.0,2,True
train,img-274_jpg.rf.fbb12576f99a6b4fb3b684a6a2456e2b.jpg,640,640,1.0,3,True
train,img-275_jpg.rf.346de8fc6f95b0a1245b111389ba939c.jpg,640,640,1.0,1,True
train,img-276_jpg.rf.565f08140df21b612bdf9d3d0a9001e9.jpg,640,640,1.0,1,True
train,img-277_jpg.rf.5b72b77d828a8180bf241cb95bb46ffd.jpg,640,640,1.0,1,True
train,img-279_jpg.rf.ba39aef1f84d1d4248334dd81f72ac59.jpg,640,640,1.0,1,True
train,img-282_jpg.rf.ca9070ad37f5cda41ff788ff61622c5b.jpg,640,640,1.0,2,True
train,img-283_jpg.rf.d1f5f60898098678ba466f616face896.jpg,640,640,1.0,3,True
train,img-284_jpg.rf.acb72179e8deda97ae563b3fe632ac61.jpg,640,640,1.0,2,True
train,img-285_jpg.rf.5c441348d7048c42dfdf5a6f0b500eb7.jpg,640,640,1.0,1,True
train,img-286_jpg.rf.51b3a1ddce488726aef46e7be63ef532.jpg,640,640,1.0,3,True
train,img-287_jpg.rf.77cced7487100e45344e11b32390729f.jpg,640,640,1.0,1,True
train,img-288_jpg.rf.c484f088c238f612afbc9440dbde6b9f.jpg,640,640,1.0,5,True
train,img-289_jpg.rf.b96ad079f7ae3608174beab1de325588.jpg,640,640,1.0,1,True
train,img-28_jpg.rf.6dcadf74083fa15063bb3b0cd76ea718.jpg,640,640,1.0,4,True
train,img-291_jpg.rf.c87f394de66049ad09985f4be6a93007.jpg,640,640,1.0,1,True
train,img-294_jpg.rf.af3fc6dc384a848711ab3c1f76dade37.jpg,640,640,1.0,4,True
train,img-295_jpg.rf.b4971f90907b1d44bab5a3aa5e8f52ff.jpg,640,640,1.0,1,True
train,img-298_jpg.rf.ea55ac2c03a40e534ba3c07dd1c20b3e.jpg,640,640,1.0,2,True
train,img-299_jpg.rf.56b911b1621849c1f8ff7e4b923980f8.jpg,640,640,1.0,3,True
train,img-29_jpg.rf.b644dac2c23125bc29dd71b8d59e607e.jpg,640,640,1.0,2,True
train,img-2_jpg.rf.391074dac4c873c76df519a82cc16d95.jpg,640,640,1.0,3,True
train,img-300_jpg.rf.62d31373fd02129031f947959bcf85a7.jpg,640,640,1.0,4,True
train,img-301_jpg.rf.221353029b4ec6e84005b22af2f20dc2.jpg,640,640,1.0,5,True
train,img-302_jpg.rf.0e7362d26b6a647827c6fc14d235b470.jpg,640,640,1.0,1,True
train,img-303_jpg.rf.585b8986624e22de85353663f0796199.jpg,640,640,1.0,2,True
train,img-305_jpg.rf.72cd7d237405155bc742d5c695474fb0.jpg,640,640,1.0,2,True
train,img-306_jpg.rf.eac5b29bccfc4eb6be1f3c3122fdb090.jpg,640,640,1.0,2,True
train,img-307_jpg.rf.0515d3f4a08d356adeb2e466273af436.jpg,640,640,1.0,1,True
train,img-308_jpg.rf.47fc69eaeedcfeb60b67ff7a99fc092d.jpg,640,640,1.0,1,True
train,img-309_jpg.rf.352fae11abced9811db458a7fb329280.jpg,640,640,1.0,1,True
train,img-30_jpg.rf.08cb3fd94bb761d90a5b431e8a830c33.jpg,640,640,1.0,3,True
train,img-311_jpg.rf.13857861bc11679cc34cb8f0432ca079.jpg,640,640,1.0,1,True
train,img-312_jpg.rf.a57ddfd8f261893e9d059854de11b375.jpg,640,640,1.0,1,True
train,img-313_jpg.rf.72a2f987111e2e6f2b3164aabe5cc136.jpg,640,640,1.0,2,True
train,img-314_jpg.rf.a346cea2f83cc11bf75e61786c015f85.jpg,640,640,1.0,1,True
train,img-315_jpg.rf.8abb85132b72ebd1272951d094f5f3c0.jpg,640,640,1.0,5,True
train,img-316_jpg.rf.d192f0dc70118c28216d84a000f5596a.jpg,640,640,1.0,1,True
train,img-318_jpg.rf.f717484446f2434bca4ca58de615791c.jpg,640,640,1.0,1,True
train,img-319_jpg.rf.212a3c74ff0d108e8c4ef9cd532fedd4.jpg,640,640,1.0,1,True
train,img-320_jpg.rf.49c1e2ded6a51e2ba6063896b5ca4da3.jpg,640,640,1.0,2,True
train,img-321_jpg.rf.28fec2556a7f69046d4328b840b8e579.jpg,640,640,1.0,1,True
train,img-322_jpg.rf.4841914b9cb8930d50b3b5c0df494453.jpg,640,640,1.0,1,True
train,img-324_jpg.rf.b65dee97214eb1d92b083c9b3bf1ec8c.jpg,640,640,1.0,1,True
train,img-325_jpg.rf.8c006b1ab30754e856f07bd3107b8f38.jpg,640,640,1.0,6,True
train,img-326_jpg.rf.28feba72e6688d5c793ca7a83185e511.jpg,640,640,1.0,1,True
train,img-327_jpg.rf.8afa014e2a9483a160c0d1be28b0b2f2.jpg,640,640,1.0,2,True
train,img-329_jpg.rf.95c534dd889d3cbbed7a6a379881911d.jpg,640,640,1.0,6,True
train,img-32_jpg.rf.b7b8a4af0c54a65f6f59056c00685ad6.jpg,640,640,1.0,2,True
train,img-331_jpg.rf.f0c34bba108d1155704d4ac0e7f11330.jpg,640,640,1.0,13,True
train,img-332_jpg.rf.bf17d3d76f330ee0dc46923de3766c13.jpg,640,640,1.0,5,True
train,img-334_jpg.rf.4636f6fbd080acf40b6837cf5066acf9.jpg,640,640,1.0,4,True
train,img-337_jpg.rf.ca6b8029a154bea38861ab79c9ad2765.jpg,640,640,1.0,1,True
train,img-338_jpg.rf.63bc2c190291ffd67c1b2f38640003ed.jpg,640,640,1.0,1,True
train,img-339_jpg.rf.95c4d5bc722ff61a6d10912345fbaa15.jpg,640,640,1.0,1,True
train,img-340_jpg.rf.66720bc087422d40168a99995b3ac0e7.jpg,640,640,1.0,2,True
train,img-341_jpg.rf.520a26b2f2d1bbd2b4eca8ac04f76ca1.jpg,640,640,1.0,3,True
train,img-343_jpg.rf.9ee5da6f343564a765ac38841e3f6671.jpg,640,640,1.0,1,True
train,img-344_jpg.rf.a27951de5713a6726c323d0d8739dc5d.jpg,640,640,1.0,5,True
train,img-349_jpg.rf.e60805fb5c9b3402a7ab40298d0c4b80.jpg,640,640,1.0,6,True
train,img-350_jpg.rf.2fcac91090eb44e461359b7adc9fd57e.jpg,640,640,1.0,5,True
train,img-352_jpg.rf.7beb290c98d505db8ea1350402ddafbc.jpg,640,640,1.0,2,True
train,img-353_jpg.rf.9063612b96dadb4d8c3848d05168f09e.jpg,640,640,1.0,3,True
train,img-354_jpg.rf.86a856277f2a0adfa3010f55727acd31.jpg,640,640,1.0,5,True
train,img-356_jpg.rf.86f3042acd1a3adf10d32af790ae6bfe.jpg,640,640,1.0,1,True
train,img-358_jpg.rf.dafbe62283cbc27839d7ce3eab09e3f2.jpg,640,640,1.0,2,True
train,img-359_jpg.rf.2cbc56ae1aa3266d88fc7ad67dd7c00e.jpg,640,640,1.0,3,True
train,img-35_jpg.rf.9f34afc84d32649ce08a42203f246add.jpg,640,640,1.0,1,True
train,img-361_jpg.rf.25d44c84b3257a3145cd4042ca813ba8.jpg,640,640,1.0,1,True
train,img-362_jpg.rf.5190a914d4795bc4531c419df2bf12fe.jpg,640,640,1.0,2,True
train,img-363_jpg.rf.1390880424ba2716364b231a12ad87dc.jpg,640,640,1.0,1,True
train,img-366_jpg.rf.e804f0861c96eba7c00bfdd783ae047a.jpg,640,640,1.0,1,True
train,img-368_jpg.rf.46af6ae4445c3c57092f24e4e4eb6d74.jpg,640,640,1.0,5,True
train,img-371_jpg.rf.d1698abe9ea876826610d0ede9767a35.jpg,640,640,1.0,1,True
train,img-372_jpg.rf.2a829513220409264f73e061b0860842.jpg,640,640,1.0,1,True
train,img-373_jpg.rf.57f0797940570000ea9d42d3fc37dc20.jpg,640,640,1.0,1,True
train,img-374_jpg.rf.96c3a2a01b4725d20f779e2be375ace1.jpg,640,640,1.0,3,True
train,img-375_jpg.rf.53f38e0eaa62e876e524db3f9a670fa2.jpg,640,640,1.0,2,True
train,img-376_jpg.rf.3e7718af7a8e70f262dd17d5ff9bd90f.jpg,640,640,1.0,2,True
train,img-377_jpg.rf.537aeff93de76f8c6d34aa3aa489e138.jpg,640,640,1.0,2,True
train,img-379_jpg.rf.ad43983165e6f02497cd82ffe368d4b1.jpg,640,640,1.0,1,True
train,img-37_jpg.rf.033e0adfa0c596432cdbc049a03b1fdc.jpg,640,640,1.0,3,True
train,img-380_jpg.rf.206fae721602163d39b028741d62e3e1.jpg,640,640,1.0,1,True
train,img-381_jpg.rf.0a363a5d1cdf5a769dfd310b74302696.jpg,640,640,1.0,1,True
train,img-383_jpg.rf.0c43d9761b8a36ad677a3a55988e53d4.jpg,640,640,1.0,7,True
train,img-384_jpg.rf.5a4b50d2ec9a8294be58a29ba35efa39.jpg,640,640,1.0,2,True
train,img-385_jpg.rf.de35b0d54129313d29e673389242d24e.jpg,640,640,1.0,1,True
train,img-386_jpg.rf.046745b2c20c06ed7b46300d1e722e5f.jpg,640,640,1.0,1,True
train,img-389_jpg.rf.6d53f29beee0ca779b0852a8df71c978.jpg,640,640,1.0,5,True
train,img-38_jpg.rf.b8d0e6ecf6d02d9486aa88e682962b9f.jpg,640,640,1.0,2,True
train,img-390_jpg.rf.ffc2aa6706a43537dca55fdd9212e0ed.jpg,640,640,1.0,1,True
train,img-391_jpg.rf.90fd1ae8d2204e50f09275eb30ddf5cf.jpg,640,640,1.0,5,True
train,img-392_jpg.rf.d25bfb4fe7d49d34f23b9a4304fc6756.jpg,640,640,1.0,2,True
train,img-393_jpg.rf.c074bace0a3db7f7d5f1a7f6e21c163a.jpg,640,640,1.0,2,True
train,img-395_jpg.rf.326e03d9cf38327e44653152ce4edf64.jpg,640,640,1.0,3,True
train,img-396_jpg.rf.0f926bc8ab2e7e0ffe0ef52dd052a02b.jpg,640,640,1.0,1,True
train,img-397_jpg.rf.254488600b1d00fb3d8dcea5a143ed60.jpg,640,640,1.0,3,True
train,img-398_jpg.rf.b2f9ad4c79e8aa2f9af6831e3b5420bd.jpg,640,640,1.0,1,True
train,img-399_jpg.rf.65cdae9f7c16c85bf17b88782251a5bb.jpg,640,640,1.0,14,True
train,img-39_jpg.rf.36402b6d3f03072fe6f4941c35550738.jpg,640,640,1.0,1,True
train,img-400_jpg.rf.88ca6030db92ed1ff2e07082dad99f1a.jpg,640,640,1.0,1,True
train,img-401_jpg.rf.8cf9cd8eecbd450b93afa30601818132.jpg,640,640,1.0,1,True
train,img-402_jpg.rf.1eed372a559e99700aca783389a8de50.jpg,640,640,1.0,1,True
train,img-404_jpg.rf.dc7b6cc5c475c9d821484626fe46d554.jpg,640,640,1.0,3,True
train,img-405_jpg.rf.ed34545a021b025e4a5c7f14cfab59f6.jpg,640,640,1.0,8,True
train,img-406_jpg.rf.c99d80cff1a2b0ee199de1c14437dd96.jpg,640,640,1.0,1,True
train,img-407_jpg.rf.57f090c64f06749db8125167e7a5fad4.jpg,640,640,1.0,9,True
train,img-408_jpg.rf.57780f972ff47e78e854158a68a65133.jpg,640,640,1.0,3,True
train,img-40_jpg.rf.0742837d3a05fbf80b56e2dbb23a7545.jpg,640,640,1.0,1,True
train,img-410_jpg.rf.57ab5395e19e5b614df2866d29b4c735.jpg,640,640,1.0,1,True
train,img-412_jpg.rf.b97995210b9e1bdb023b208d11ffc87a.jpg,640,640,1.0,2,True
train,img-415_jpg.rf.279de5d816db771d629f828876f90ef1.jpg,640,640,1.0,2,True
train,img-416_jpg.rf.b0e7c21779ddeba2d1aa8ce80c690f0c.jpg,640,640,1.0,2,True
train,img-417_jpg.rf.57a1103926153330febb60dceae852a3.jpg,640,640,1.0,1,True
train,img-418_jpg.rf.83d0aa19ce8a5cd8626dcd227c012e47.jpg,640,640,1.0,7,True
train,img-419_jpg.rf.1ffd0ca61ca6b5a57cd41bd96c8bf79d.jpg,640,640,1.0,2,True
train,img-420_jpg.rf.53a8c93a5ed5319434d04733c40c6d9a.jpg,640,640,1.0,1,True
train,img-421_jpg.rf.5c52eb3719af458e8e7a5f1decb67a66.jpg,640,640,1.0,4,True
train,img-423_jpg.rf.c1878912c8a002eba43d9a60ec9f512a.jpg,640,640,1.0,1,True
train,img-426_jpg.rf.c11e1939fff9c632bd6b4f2275f812b1.jpg,640,640,1.0,1,True
train,img-428_jpg.rf.ac96ec0ac120a65bf1cf624a5197faba.jpg,640,640,1.0,6,True
train,img-429_jpg.rf.765a7b28ad57d2f383096667ac3569a0.jpg,640,640,1.0,2,True
train,img-42_jpg.rf.840a801b8f15bb9973fb500e655308f2.jpg,640,640,1.0,2,True
train,img-430_jpg.rf.52e8814166066b2bb6df6460e21367b0.jpg,640,640,1.0,2,True
train,img-431_jpg.rf.349daf1da41ba117cab48baf7e490b4e.jpg,640,640,1.0,4,True
train,img-432_jpg.rf.e7a4adce206bc485ce244cc7e7da0d21.jpg,640,640,1.0,1,True
train,img-433_jpg.rf.35b971eff4c6c9e1c34e2405188b1d21.jpg,640,640,1.0,2,True
train,img-435_jpg.rf.a352e7555d563e165356a452e14846a4.jpg,640,640,1.0,1,True
train,img-436_jpg.rf.0228a2237385a40a2330331bfe56292e.jpg,640,640,1.0,7,True
train,img-437_jpg.rf.6b83485b460c6d4e42c876e6ee4f3715.jpg,640,640,1.0,1,True
train,img-438_jpg.rf.dfc939bcbe8157ffa681e66275d3ec56.jpg,640,640,1.0,1,True
train,img-440_jpg.rf.db5981f321f454f54127bd972d7fed36.jpg,640,640,1.0,1,True
train,img-441_jpg.rf.081a7c72baf24f24d5655e96fcd792e1.jpg,640,640,1.0,3,True
train,img-442_jpg.rf.f188197ed429ac5760d9bc454173e1c0.jpg,640,640,1.0,1,True
train,img-443_jpg.rf.40a072fab1c355628883f13657f938d6.jpg,640,640,1.0,5,True
train,img-444_jpg.rf.a9c0d5883a7139c4ada3e4331f717020.jpg,640,640,1.0,8,True
train,img-445_jpg.rf.481f67ee8956662550b94ef350f8c2d0.jpg,640,640,1.0,2,True
train,img-446_jpg.rf.59818e1789f4537b5b80ee5a866d2bf3.jpg,640,640,1.0,8,True
train,img-447_jpg.rf.19e84c55d4578935e54e37b7af2d9156.jpg,640,640,1.0,1,True
